6,
0,4,2,3,1,5
5,5,3,8,5,2
-4,-1,-4,0,9,-9
0,5,-13,8,-2,5
6,2,6,7,0,-10
7,-5,4,4,-3,-7
-2,-3,13,2,10,13
1,-4,-3,-5,2,-7
-5,6,-10,4,-8,11
-2,-7,-8,7,-7,-6
4,-13,1,-1,-5,-1
-4,-3,5,-8,7,-1
1,3,1,12,7,-9
-7,-3,5,11,-3,7
1,7,6,-5,-7,2
-2,-8,-3,6,4,-2
-2,6,10,-5,-6,5
-10,-3,8,1,-3,9
-5,2,-6,4,-7,-9
-4,5,3,-1,-7,11
5,7,8,15,8,8
14,8,17,11,7,10
