6
0,3,1,4,2,5,
-3,-2,5,-9,-8,0,
-2,-9,-8,6,1,1,
-4,5,-6,-1,-3,-7,
-5,-1,-6,8,-8,-2,
-3,-3,-3,0,6,8,
5,1,-7,-3,9,-1,
-5,-4,-2,-6,7,5,
8,3,-9,-1,3,6,
-1,3,6,5,9,-2,
9,-9,-1,7,7,1,
6,-4,-3,0,9,1,
-6,8,2,-6,-1,-5,
8,0,4,-4,9,3,
7,-5,-2,1,-1,5,
6,1,-4,-7,1,7,
1,7,-9,-2,7,5,
-6,-1,-8,9,-8,-6,
-9,7,6,-9,-9,-6,
-8,1,-4,9,-9,-8,
-7,3,-3,-1,-1,7,
5,-7,-1,5,7,-3,
