6
0,2,3,1,4,5,
-3,-4,-1,6,-8,0,
-2,-9,-8,6,1,1,
7,5,1,1,-3,-7,
-5,-2,-3,8,-8,-4,
-3,-3,-3,0,6,7,
5,1,-1,3,7,-3,
-5,-4,-3,-3,7,-1,
6,3,-9,-1,1,6,
-1,2,-3,5,-4,-2,
9,-9,-5,-1,8,1,
6,-5,-8,8,9,1,
-6,0,2,-6,-1,-5,
-5,0,5,-2,9,4,
7,1,3,1,-1,5,
6,1,-4,3,1,1,
1,-2,-9,6,2,1,
-6,-1,-4,9,2,5,
-9,7,-3,-9,1,-6,
-8,1,-4,9,-9,-8,
6,3,-3,-1,3,7,
5,-7,4,-1,7,-7,
