6
0,4,2,3,5,1,
-16,-16,0,11,0,1,
-8,-3,-6,5,10,-9,
-7,5,-14,1,8,5,
-1,2,-4,11,-5,-14,
11,-9,4,8,-1,1,
5,-5,7,-8,10,4,
-11,1,-1,3,6,1,
-5,-6,-9,5,-9,11,
-4,-7,-10,3,-2,-4,
3,-2,2,3,-7,-3,
4,-1,2,2,-6,-10,
-1,3,4,11,10,-7,
-18,-3,-11,4,3,-3,
1,6,3,10,-7,6,
-1,9,-1,6,3,-10,
-2,6,-2,-5,-7,2,
-13,-2,6,1,2,10,
1,-4,10,-6,-5,-9,
2,8,6,-1,-7,-1,
-2,7,8,0,8,12,
14,8,13,-3,8,6,
