6
3,1,2,4,0,5,
-2,-5,1,-3,-2,0,
-8,-9,-8,-4,-1,0,
0,5,-5,0,-5,-2,
-1,-2,8,-6,2,-1,
0,5,5,5,7,6,
4,-7,-5,4,-8,-7,
5,0,4,3,8,-7,
6,3,-5,-1,-8,-5,
9,3,-2,12,4,7,
9,-4,5,1,4,-4,
-2,2,8,1,6,-9,
-4,9,4,-1,-1,1,
-3,5,2,0,2,0,
-4,-2,7,-2,-2,-3,
-2,-8,0,9,1,1,
-9,4,-6,-6,1,4,
1,1,10,-4,-2,0,
-4,8,9,-6,7,8,
-3,-6,-9,-5,1,1,
1,8,11,3,2,0,
11,-2,5,7,13,2,
